Id	Name	Kind	Censored_Desc
5671	יקב תבור	יקבים	מרכז המבקרים המחודש של תבור נפתח ומציע חווית ביקור ובילוי משודרגת ונעימה . במרכז החדש ניתן לטעום ממגוון היינות של תבור הנמזגים ממכונות מזיגה מקצועיות , את הטעימה נשמח ללוות בהסברים וליווי מקצועי של צוות מצונזר . ניתן ליהנות מכוס / בקבוק יין בליווי מגש גבינות באחת מפינות הישיבה המזמינות שלנו או במרפסת הצופה להר תבור .
5683	מוזיאון ינקו דאדא	מוזיאונים ותרבות	"מצונזר ינקו דאדא נפתח בשנת 1983 בכפר האמנים עין הוד ומציג את עבודתו של מרסל ינקו ממייסדי זרם "" דאדא "" הבינלאומית . מאמציו של ינקו הובילו להקמת עין הוד בשנת 1953 . 
 מצונזר שהוקם על ידי קבוצת חברים של האמן , פועל כאגודה ציבורית ושוכן במרכז הכפר בהרי הכרמל , כ- 20 ק""מ מדרום לחיפה ליד כביש חיפה - תל אביב הישן ( מס ' 4 )"
5693	פארק ספיר	פארקים וגנים	"מצונזר ספיר , שנבנה ופותח בסיוע ידידי קק''ל באוסטרליה , ארה""ב והולנד , משתרע על פני כ-150 דונם . בלב מצונזר נמצא אגם נחמד , שמימיו נקווים בשקע טופוגרפי . במהלך חפירת יסודות ליישוב ספיר התגלו מי התהום של עין וֵיבֶּה , שממנו נגזר שם המושב עין יהב . מצונזר להילחם במים , הפתרון שנמצא הוא הזרמת המים לשקע , יצירת אגם ו""נווה מדבר "" סביבו , לרווחת תושבי הסביבה והמבקרים בערבה . 
 צלם : אבישי טייכר . 
 "
5708	פארק רעננה	פארקים וגנים	"מצונזר רעננה הנו הריאה הירוקה הגדולה בשרון . מצונזר מזמן לכם מגוון אפשריות למנוחה והתרגעות . מצונזר ישנם שני קילומטר של שבילי הליכה ורכיבה על אופניים , נופש פעיל במגרשי מצונזר , "" מצונזר מצונזר "" , פסלים רבים של מיטב האמנים הישראלים , אגם נוי מלאכותי , מזרקה , מתקני משחק וספורט , מצונזר חברים , מבוך , מצונזר שבעת המינים ועוד . ברחבי מצונזר נטועים 675 עצי נוי ופרי . 
 קרדיט לתמונה : יובל מנדלסון 
 
 "
5711	פארק בריטניה	פארקים וגנים	"מצונזר שבמרכזו יער משואה ובו מצפה משואה המשקיף על האזור . שאר מצונזר מכוסה חורש טבעי ובו בוסתנים אחדים , ובתחומו עשרות מצונזר ארכיאולוגיים . 
 תמונות מתוך ארכיון קק""ל 
 
 "
5820	גן הפסלים בתל חי	פארקים וגנים	"במדרונות הר הפסלים בתל מצונזר מוצגים כ-70 פסלים של אמנים מהארץ ומחו""ל המנסים להתמודד עם שאלות של מיתוסים וזיכרון , שייכות והשתלבות במרחב . ההר צופה לעמק החולה , להרי הגולן ולפסגת החרמון . 
 "
5825	פארק נשר	פארקים וגנים	"מצונזר שבו שולחנות פיקניק , מתקני מצונזר , מצפורים ושבילי הליכה . בין צמרות העצים עובר גשר פלדה גדול המבטיח להולכים עליו חוויה מיוחדת . על המפלס בצדו הצפוני של הגשר נבנתה מרפסת תצפית . 
 קרדיט לתמונה : עמי בן - עמרם .  
 "
5856	ספארי רמת גן	פארקים וגנים	"המרכז הזואולוגי תל אביב - רמת מצונזר ממוקם מדרום לפארק מצונזר ברמת מצונזר , ויש בו כ-1,000 דונם של ספארי המדמה סביבה טבעית לבעלי החיים . בלבו של מצונזר ממוקם מצונזר חיות המציג עשרות מיני מצונזר מצונזר מכל רחבי העולם.​ 
 קרדיט לתמונה 2 : ויקה מינקוביץ ' מועלם 
 "
5899	גן לאומי מצדה	ארכיאולוגיה והיסטוריה	"שרידיה המפוארים של מצדה , המבצר המדברי המתנשא בראש מצוק ומשקיף על ים המלח , הם סמל לכוח הסבל של האדם . בשנת 68 לספירה השתלטו על מצדה יהודים שמרדו ברומאים , אבל כמסופר בכתבי יוסף בן מתתיהו , ההיסטוריון של אותם ימים , כשהרומאים הצליחו בסופו של דבר לכבוש את מצדה , היהודים בחרו למות ולא ליפול בשבי . לאחר שתגיעו לראש המצוק , בין אם רגלית דרך שביל הנחש או ברכבל , תוכלו לסייר בין שרידי המבצר המשוחזרים להפליא . ארגון אונסקו הכריז על מצונזר כאתר מורשת עולמית . את חוויית הביקור מצונזר המבצר שנבנה לראשונה על - ידי הורדוס , משלימה התערוכה המרשימה מצונזר מצדה שבמקום . 
 קרדיט לצלם : מצונזר קסטלנובו . 
  שימו לב!בעקבות משבר הקורונה קיימת הגבלה של מספר המבקרים באתרי רט""ג ונדרש רישום מראש . לינק להרשמה ."
5949	גן לאומי בית שערים	ארכיאולוגיה והיסטוריה	"בית שערים , שוכנת דרומית - מזרחית לחיפה סמוך לטבעון . תקופת הזוהר של העיירה החלה באמצע המאה השנייה לאחר שרבי יהודה הנשיא , עורך המשנה , התיישב מצונזר והביא אתו את הסנהדרין . 
 רבי יהודה הנשיא נקבר בבית העלמין של העיירה , שנעשה מאז למקום מקודש והיה לבית העלמין המרכזי של העולם היהודי בתקופת המשנה והתלמוד . בחפירות שנערכו מצונזר התגלו 20 מערות קבורה ובהן יותר מ-200 ארונות קבורה מאבן הנושאים כתובות ועיטורים מרהיבים , שמקצתם נפתחו זה לא מכבר מחדש לאחר שימור . המבקרים מצונזר גם יכולים לראות את שרידיהם של בית כנסת ושל בית בד . 
 קרדיט לתמונות : מצונזר פיקיוויקי . 
 "
5998	אתר לאומי הקסטל	ארכיאולוגיה והיסטוריה	"מצונזר מצונזר הקסטל ההיסטוריה הקדומה של מצונזר ניכרת בשמו , שכן לפני 1,000 שנים שימש כמבצר צלבני , אשר חלש על הדרך בואכה ירושלים . מיקומו האסטרטגי של הקסטל היה הגורם לקרב המפורסם שנערך כאן במלחמת העצמאות , ואשר שנועד לשמור על דרך פנויה אל בירתה העתידית של מדינת ישראל . מצונזר שילוט המספר את סיפור הקרב וכן תצפית פנוראמית עוצרת נשימה . 
 קרדיט לתמונות : אבישי טייכר מתוך מצונזר פיקיוויקי 
 שימו לב!בעקבות משבר הקורונה קיימת הגבלה של מספר המבקרים באתרי רט""ג ונדרש רישום מראש . לינק להרשמה ."
6053	כנסיית בית הכנסת	מקומות קדושים	"כנסייה יוונית - קתולית שנבנתה ב-1877 בלב השוק של נצרת . 
 לפי המסורת הנוצרית כאן עמד בית הכנסת של נצרת , וכאן החל ישו להפיץ את תורתו . 
 צלם : תמר מרום . מתוך מצונזר פיקיוויקי . 
 "
6056	כנסיית דומינוס פלוויט או כנסיית הדמעה	מקומות קדושים	"דומינוס פלוויט ( האדון בכה ) היא כנסייה יפהפייה דמוית דמעה שנבנתה רק ב-1955 מצונזר שבו עמד פעם מבנה ביזנטי . הכנסייה הוקמה מצונזר שבו לפי המסורת הנוצרית בכה ישו בכי מר , בעת שנשא את מבטו לירושלים והבין שהעיר עומדת להרוס את עצמה על - ידי אלימות . במתחם הכנסייה נמצאים שרידי כנסייה ביזנטית וכן חלק מבית עלמין מהמאה הראשונה שהקיף את העיר . הנוף הנשקף ממקום זה מדהים ביופיו . 
 תמונות מתוך מצונזר פיקיוויקי  
 "
6057	כנסיית דורמיציון	מקומות קדושים	"כנסייה קתולית של האבות הבנידיקטינים שנבנתה בשנים 1910 - 1900 . לפי המסורת הנוצרית , כאן נרדמה מרים אם ישו לפני עלייתה השמימה . מצונזר דורמיציון כולל כנסייה , מנזר ומגדל פעמונים הבנויים בסגנון ניאו - רומנסקי ועומדים על חלק ממתחם הכנסייה הביזנטית הקדומה . מפעם לפעם מתקיימים בכנסייה קונצרטים בשבת בבוקר . 
 צלם : אבישי טייכר . אלעד כהנים . מתוך מצונזר פיקיוויקי 
 "
6072	טבח'ה	מקומות קדושים	"טבחה , מצונזר הצפוני - מערבי של הכנרת , הוא מצונזר מצונזר לנוצרים הידוע בזכות נס ההִתְרַבּוּת שחולל ישו , בו הזין את ההמון בעזרת חמישה ככרות לחם ושני דגים .   הכנסייה המודרנית ניצבת על מצונזר כנסייה עתיקה מהמאה הרביעית , ובה פסיפסים ביזנטיים מהיפים בארץ . פסיפס הרצפה מתאר מצונזר וצומח מהאיזור , כמו טווסים , יונים וברבורים בינות לפרחי לוטוס והרדוף . הפסיפס הידוע ביותר נמצא סמוך למזבח , ובו מסופר הנס שעל שמו קרויה הכנסייה , עם סל לחם בין שני קיפון גלילי ( בורי ) .  
 סמוך למקום נמצאת כנסיית הבכורה של סנט פטרוס , המנציחה את האירועים המתוארים בבשורה על פי יוחנן פרק כ""א . לאחר שישו קם לתחייה , הוא הופיע בפני תלמידיו על מצונזר הכינרת , ומילא בדרך נס את רשתותיהם בדגים . ישו צלה את הדגים על מצונזר , והעביר את הבכורה לפטרוס . הכנסייה בנויה על הסלע שעליו הודלקו הגחלים , לפי המסורת . 
 קרדיט לתמונות : ד""ר אבישי טייכר מתוך מצונזר Pikiwiki"
6088	באר שבע - שרידי העיר העות'מנית	ארכיאולוגיה והיסטוריה	""" העיר העתיקה "" הוא כינויה של באר שבע העות'מנית , העיר היחידה שהקימו התורכים בשנות שלטונם בארץ . מצונזר שרידי מבנים רבים מתקופת התורכים , ובסמוך נמצא מצונזר אלנבי , אחד הגנים הציבוריים הראשונים שהוקמו בארץ . 
 "
6122	כנסיית יוחנן המטביל	מקומות קדושים	"סמטה ציורית בעין כרם , השוכנת דרומית - מערבית לירושלים , מוליכה אל כנסיית יוחנן המטביל , מצונזר שבו מציינים הנוצרים כבר יותר מ-1,500 שנה את מצונזר הולדתו של יוחנן . הפסיפסים מעידים על כך שהכנסייה נבנתה על שרידיהם של בתי תפילה מתקופות מוקדמות יותר . הקירות הפנימיים של הכנסייה הנוכחית , שנבנתה מחדש ב-1674 , מכוסים באריחים יפהפיים בסגנון ספרדי בצבעי כחול ולבן . בציורים בשיש במערה שמתחת למזבח מתוארים לידתו של יוחנן , קריאתו בשם והטבלת ישו בירדן . 
 צילום : אטלס ניני מתוך פיקיוויקי 
 "
6145	בית הכנסת אום אל קנאטיר	אתרים לאומיים	"בית הכנסת באום אל קנטיר בבית כנסת תלמודי זה מתבצעות כיום חפירות , שבמהלכן נעשה שימוש בטכנולוגיה מתקדמת לצורך חשיפת ממצאים מרתקים . 
 מצונזר ניתן לראות היכל ארון קודש מפואר , תגליפי מנורה הכוללים שופרות , אתרוגים וכלי קטורת , וכן קירות אבן בגימור מרהיב . 
 בסמוך לבית הכנסת נחשפו שרידיה של קהילה זעירה והחוקרים סבורים , כי המבנה המקושת הגדול הסמוך למעיין שבמקום שימש כמפעל מצליח לעיבוד פשתן , שרווחיו מימנו את בניית בית הכנסת המפואר . 
 צלם : אילת לב - ארי שלי . מתוך מצונזר פיקיוויקי . 
 "
6175	בית גבריאל	מוזיאונים ותרבות	"בית גבריאל הוא מרכז מצונזר על מצונזר הכינרת . מצונזר יש תיאטרון , אולמות קולנוע , אודיטוריום לכנסים והרצאות , חדרי ישיבות , גלריה לאמנות , ספריה ומסעדה . ב-1994 אירח בית גבריאל את טקס אישרור הסכם השלום בין ישראל לירדן .  
 קרדיט לתמונה 3 : רון שלף"
6189	בית הכנסת אור התורה	מקומות קדושים	"בית הכנסת ( התוניסאי ) אור התורה קנה את תהילתו הודות ליצירות הפסיפס המכסות כל רצפה , קיר , תקרה ומדרגה במבנה . 
 בית התפילה הייחודי נולד בחזונו של תושב   עכו ציון בדש , שהפך את בניית בית הכנסת למפעל חייו מאז 1955 . 
 בדש גם העניק לו את הכינוי "" הג'ריבה "" , על שם הקהילה היהודית באי ג'רבה שלחופי ארץ הולדתו , תוניסיה . 
 עבודות הפסיפס יוצרו עבור אור התורה במפעל הפסיפס של קיבוץ אילון   בגליל העליון . 
 בקומה הראשונה מוצגים עשרות ציפורים מצונזר מצונזר , וכן מוטיבים האופייניים לפסיפסים של בתי כנסת עתיקים כמו מנורה ושופר . 
 ניתן לראות כאן גם נבל וכלי נגינה אחרים ששימשו בבית המקדש . 
 אולם התפילה המרכזי מכיל שבעה ארונות קודש , כיפה המעוטרת בסמלי השבטים , סימני גלגל המזלות הלקוחים מרצפות של בתי כנסת עתיקים , וחלק מ-140 חלונות הוויטראז ' של המבנה . 
 עזרת הנשים מקושטת בסיפורי האימהות וגיבורות תנ""כיות נוספות . 
 יצירות רבות עוסקות בהרחבה גם בהיסטוריה היהודית ."
47177	באר לימון 	פארקים וגנים	"באר לימון נמצאת ממערב למושב ישעי , דרך    הגישה אל מצונזר עוברת בתוך המושב , חוצה אותו לכיוון מערב ומתחברת לדרך עפר הצמודה לפרדסי פרי הדר . 
 כעבור כ- 2.5 ק""מ פונים שמאלה וממשיכים בנסיעה בתוך יער עם נוף מדהים , בחודשי החורף היער מתמלא במרבדים של פריחת רקפות וכלניות . 
 באר לימון נבנתה לפני כ- אלפיים שנה בתקופה הרומית , ומעליה בנו הצלבנים מבנה מרשים מאבני גזית גדולות שגובהו    כ- 7 מטרים . 
 אגדה חסרת שחר שהתהלכה בקרב הפזורה הבדואית וסיפרה כי מצונזר חבוי מטמון זהב , הביאה בעקבותיה חוליית שודדי עתיקות לחפש את המטמון מצונזר . 
 בשנת 2012 נלכדה חוליית שודדי העתיקות שפעלו מצונזר מספר לילות עם כלי חפירה , פטישים וציוד הרמה כבדים , הם שברו את קירות הבאר , חפרו בתוך באר המים וריסקו את האבנים העתיקות , הם חפרו בורות עמוקים בשכבות הארכיאולוגיות וגרמו נזק בלתי הפיך למבנה ."
47178	הר טוב- מושבה ספרדית ראשונה	טבע ובעלי חיים	"המושבה הרטוב הוקמה ב-1896 בידי עולים מבולגריה על מקומה של חווה ( חוות ערטוף ) שהקים המיסיון האנגלי ב-1883 . 
 במאורעות 1929 הותקפה המושבה בידי תושבי הכפר דיר אבאן וניטשה . 
 כעבור שנה שוקמה המושבה , אבל במלחמת העצמאות היא נותקה וניטשה לאחר שמגיניה הצליחו להדוף התקפה עליה ( מרס 1948 ) . 
 הרטוב החרבה שוחררה בידי צה""ל במיבצע ההר ( אוקטובר 1948 ) , ועל חלק משרידיה הוקמו לימים משרדי המועצה האזורית מטה יהודה ואזור התעשייה הר - טוב . 
 בקצה הדרומי של מושב נחם נראים שרידים דלים של בית המיסיון : בניין שהקים המיסיון האנגלי ובו התגוררו מייסדי הרטוב ב-25 השנים הראשונות לקיום המושבה . 
 מדרום לבית המיסיון , בין משרדי המועצה האזורית מטה יהודה , נותרו שרידים ומיבנים אחדים מהמושבה : בית מנחם בן בסט ( כיום מצונזר למורשת יהודי תימן ) , שרידי בית - הספר של המושבה ( כיום בתחום בית - הספר אבן העזר ) , ובית משפחת לוי ( כיום מצונזר הרטוב ובו תצוגה על תולדות הרטוב ) . 
 ממערב למשרדי המועצה האזורית , מעבר לכביש 38 ( מבית שמש לשער הגיא ) , נראים עוד שרידים מהמושבה , ובהם שרידי טחנת קמח ומפעל קטן להפקת שמן ( לידם חניון קק""ל ) , ובית הקברות של המושבה ."
47186	אנדרטת נתיב הלה	ארכיאולוגיה והיסטוריה	"ביקור באנדרטת הל""ה הנמצאת סמוך לקיבוץ נתיב הל""ה שבעמק האלה , מנציחה את זכרם של שיירת הל""ה / מחלקת הל""ה שמצאו את מותם בקרב עקוב מדם מול ערביי האזור . 
 שמעון קושניר ( ממייסדי ההסתדרות הכללית של העובדים בארץ ישראל ) , אביו של טוביה קושניר שנפל בקרב הל""ה מצונזר את הכינוי "" מחלקת ההר "" לאחר נפילתם ."
47187	תל עזקה	ארכיאולוגיה והיסטוריה	"תל עזקה הוא תל ארכיאולוגי שגובהו 372 מ ' , נמצא בלב מצונזר בריטניה , בנקודה שלטת על מרחבי השפלה , ממנו תצפית מדהימה על עמק האלה .  
 מצונזר בריטניה- הוכשר ע""י קק""ל בתרומת יהודי בריטניה , שטחו כ- 40.000 דונם והוא שופע צמחייה טבעית של עצי אלון ואלה , חרוב ואשחר ובשטחים נטועים של עצי אורן , בשטח מצונזר נבנו מתקנים לחניית יום , מתקני מצונזר לילדים , שבילים ומצפורים , בע""ח שונים מצאו ביער את ביתם . 
 בכניסה לפארק מוצבים עמודי אבן ועליהם חקוקים שמות התורמים של יהודי בריטניה . מפסגת תל עזקה ישנה תצפית מרהיבה אל מרחבי השפלה , מישור מצונזר , עמק האלה , מורדות הרי חברון והרי ירושלים . 
 בראש התל מונחות אבנים ארוכות שמשמשות כמושבים למטיילים ועליהן חקוקים הפסוקים מסיפור הקרב , במרכז התל נמצא שעון שמש ענק , רחבת אבן המיועדת לתצפית היקפית עליה חקוקים הכיוונים והישובים . 
 עוד בתל נחשפו מערכת מערות מסתור שנחצבו בסלע קרטון רך והן מתקופת מרד בר כוכבא , הכניסה אליהן אסורה ."
47190	פארק יצחק רבין	ארכיאולוגיה והיסטוריה	"מצונזר יצחק רבין משתרע על פני כ- 15,000 דונם באיזור שער הגיא , מנחשון ובקוע ועד לאנדרטת פורצי הדרך לירושלים שליד מחלף שורש במזרח , ובו שטחי יערות מגוונים ואתרים היסטוריים וארכיאולוגיים המהווים עדות לרצף היסטורי של התיישבות יהודית מצונזר מאז ימי המקרא . 
 קק""ל הנציחה את ראש הממשלה המנוח יצחק רבין באזור שבו לחם להקמת המדינה , והכשירה ברחבי מצונזר דרכי עפר המתאימות לנסיעה ברכב פרטי , מצפורים וחניוני נופש המתאימים לבילוי בכל ימות השנה . 
 
 
 
 
 "
47251	שמורת טבע המסרק	ארכיאולוגיה והיסטוריה	"שמורת    "" המסרק "" 
 השמורה נקראת על שמם של עצי אורן ירושלים הצומחים בפסגת הרכס , ומזכירים מרחוק צורה של מסרק שיער , השם ניתן ע""י חברי הכשרה של הפלמ""ח , שישבו בגבעת ברנר ויצאו לסיורים באזור . 
 בשמורה ישנם כמה שבילים מעגליים העוברים בין עצי החורש , כולם מגיעים אל קרחת יער שבה ניצב מיבנה עתיק , לאורך השמורה נקודות תצפית משולטות וספסלים למנוחה ."
47252	נחל קטלב	ארכיאולוגיה והיסטוריה	"נחל קטלב הוא נחל אכזב באזור פרוזדור ירושלים . 
 הנחל נמצא בחלק המזרחי של שמורת נחל שורק , ממערב לפסגת הר גיורא וכ-2 ק""מ מזרחה ממושב בר גיורא 
 שמו של הנחל נגזר מעצי הקטלב המצוי הנפוצים בו . 
 בסמוך למושב בר גיורא ישנו מעין בשם "" עין גיורא "" ממנו יורד הנחל בירידה תלולה כשני קילומטר לנחל שורק , בנחל עוד שני מעינות . 
 עין קטלב הנמצא במורד הנחל , ועין דיר א - שיח ' הנובע במערה בצלעו המערבית של הנחל . 
 במפגש עם נחל שורק נמצא בניין תחנת הרכבת בר גיורא , זו תחנה תפעולית עם מסילה כפולה למפגש בין רכבות וכן בעבר היה מצונזר מתקן לאספקת מים לקטרי קיטור , המים הגיעו מעין גיורא . 
 מצונזר נערכים סיורים מודרכים ."
47262	אקווריום ישראל	טבע ובעלי חיים	"אקווריום ישראל , ירושלים ע""ש משפחת גוטסמן הינו האקווריום הראשון בישראל . 
 האקווריום עוסק בשימור בתי הגידול והסביבה הימית בישראל , נושא המהווה את האתגר העכשווי של שמירת מצונזר בישראל . 
 האקווריום הוקם בהתאם להמלצות התוכנית הלאומית לשמירת המגוון הביולוגי בישראל . המלצות אלה מדגישות את הצורך הדחוף והמידי בשימור הסביבה הימית בישראל . 
 בתי הגידול , הדגים , האלמוגים ושאר יצורי הים נתונים לאיומים אקולוגיים רבים – זיהום הים וחופיו , דייג יתר ולחץ מתמיד של גורמים שונים כתיירות , מסחר , התפלה , קידוחי גז ונפט . 
 בשל כל אלה נבע הצורך הדחוף לבנות מרכז שיעסוק בשימור , במחקר , בחינוך , הסברה והעלאת המודעות הציבורית לשמירה על הים וחופיו . 
 חוויית הביקור באקווריום מובילה את המבקרים במסלול המדגיש את בתי הגידול הימיים בישראל – הים התיכון , ים סוף ואפילו ים הכינרת וים המלח . 
 מסלול הביקור באקווריום מוביל את המבקרים למסע בין בתי הגידול הימיים השונים בישראל , בים התיכון . 
 במתחם ניתן לפגוש מגוון יצורים מבתי הגידול שבחוף הרדוד ועד למעמקי הים הפתוח . 
 בתצוגות ים סוף ניתן להכיר את הדגים והאלמוגים הצבעוניים הייחודיים לים . 
 המסלול החד כיווני מוביל בין העולמות של הים והיצורים השוכנים בו ."
49394	כפר הצוללים	ספורט אתגרי	"כפר הצוללים הוא מועדון הצלילה באילת ועסק משפחתי , באווירה חמה הפועל בשוק הצלילה עוד מימי סיני . המועדון ממוקם מול שמורת האלמוגים מצונזר הדרומי באילת , בה מצויים אתרי צלילה רבים במרחק הליכה מאתר האונברסיטה , השולחנות , המערות , העמודים ועוד . 
 "
52924	חוף בצת	חופים	"מצונזר בצת הוא מצונזר הצפוני ביותר בישראל , סמוך לראש הנקרה ולרכבל . מצונזר כולל מתחם קמפינג עם קרוואנים ואוהלים , שולחנות פיקניק , נקודות חשמל ושירותים ומקלחות . בנוסף , מוצעות מגוון פעילויות כגון סאפים , קיאקים , טיול ג'יפים ועוד . מצונזר המוכרז הוא קצר ומרובה בסלעים . הרחצה מותרת אך ורק מצונזר המוכרז ובשעות שבהן יש שירותי הצלה . מצונזר אסורה השמעת מוזיקה וכניסת מצונזר מצונזר . אנו מבקשים את עזרתכם בשמירה על ניקיון מצונזר והמתקנים . 
 צילום : דוד קינג"
52929	חוף גלי גליל	חופים	"בכניסה אל מצונזר גלי גליל ישנם מתחמים בנויים אשר כוללים שולחנות מעץ הממוקמים מתחת לצליות בנויות מאבן על פני משטחי דשא ירוקים , שם תוכלו לשבת וליהנות מאווירה נעימה . 
 מתקני מצונזר כוללים : בריכת שחיה אולימפית בשיפוע , בריכת שחיה לילדים הכוללת מתקנים רבים ומגלשות להנאת הילדים ובריכת שחייה לפעוטות הכוללת גם היא מתקנים ומגלשות עבור הפעוטות . 
 תמונה :   ניב דרוקמן"
52938	חוף כינר	חופים	"מצונזר כינר הינו מצונזר דתי מופרד ומתאים לציבור הדתי חרדי . מצונזר יש שירותים ומקלחות אך ללא מים חמים בנוסף ישנם שולחנות פיקניק . 
 ללנים מצונזר ישנה אפשרות לתאורה היקפית עד 12 בלילה . 
 תמונה :   כנרת על המפה"
52950	חוף בורה בורה (רקת)	חופים	""" מצונזר בורה בורה "" הינו מצונזר רחצה פרטי ומוכרז , הממוקם למרגלות הר "" רקת "" בצידה המערבי של הכנרת . מיקומו הייחודי של מצונזר מעניק אווירה קסומה ומיוחדת המתמזגת בשמורת מצונזר . 
 הכניסה בתשלום . 
 תמונה :   עומר מרקובסקי  "
52960	חוף גבעת אולגה 	חופים	"מצונזר רחצה מסודר ובו שירותי הצלה , מלתחות , שירותים וסככות   מוצלות . ניתן לבצע מצונזר פעילויות ספורטיביות מגוונת כגון גלישה סאפ וכדומה . 
 מצונזר גבעת אולגה נגיש לנכים ( שביל ירידה , סככות צל יעודיות וכדומה ) . מצונזר אף יש כסא מצוף המאפשר כניסה אל תוך המים . הכסא נמצא בסככת הצל היעודית לנכים . 
 קרדיט : תיירות חדרה  
 "
52990	חוף השרון	חופים	"מצונזר ממוקם בסמוך לכיכר דה שליט . בכניסה לחוף עוברים דרך קשתות , שביל מרוצף ורחב ידיים שמציידו מדשאה וטיילת לאלו שמעוניינים לקחת הפסקה מהחול החם . 
 המתקנים מצונזר : מקלחות , שירותים , מזון , מצונזר ימי . 
 במתחם ישנם בתי הקפה , מסעדות וקיוסקים ."
52991	חוף נפרד הרצליה	חופים	"מצונזר הנפרד- מצונזר מיועד לציבור הדתי . 
 הרחצה לנשים בימי ראשון , שלישי וחמישי ורחצת גברים בימים שני , רביעי ושישי . 
 בשבת מצונזר פתוח לכלל המתרחצים , מאחר והציבור הדתי אינו פוקד אותו . מצונזר הנפרד הינו מצונזר קטן , נקי ממסעדות ומרעשים מיותרים . 
 הדרך לחוף כוללת גשר מעץ , המוביל את המתרחצים לחול החם .  
 מצונזר זה מופעל במשותף על ידי עיריית הרצליה ועיריית בני ברק ומיועד לציבור הדתי . שירותי מצונזר : תחנת הצלה , תחנת עזרה ראשונה , חניון ציבורי בתשלום , מקלחות , שירותים , ספות שיזוף ושמשיות להשכרה .  "
52993	חוף חופית	חופים	"מצונזר   חופית הוא אחד מהחופים המוכרזים בראשון לציון ובו תחנת הצלה ומרפאה . 
 המתקנים מצונזר : סככות צל , שירותים , מקלחות שדה ועמדת שטיפת רגליים לרווחת המתרחצים . 
 במתחם מצונזר בתי קפ , מסעדות ואינטרנט אלחוטי -   WIFI חופשי . 
 נגישות לנכים – שביל גישה לסככות הצל , בנוסף כיסא נכים מיוחד הנגיש לחוף . 
 שימו לב ! מצונזר חל איסור על הבערת מנגלים ומדורות , עריכת מסיבות , וספורט ימי ."
53881	מועדון לב הים חוף גורדון	ספורט אתגרי	מועדון הגלישה לב הים מציע לגולשים בכל הרמות לימוד שיט מפרשיות , קטמרן , סאפ , גלשני רוח , קיאקים ימיים , גלשני גלים וסרף סקי .
54004	 באלגן - פארק אטרקציות	שעשועים והרפתקאות	"חצר מצונזר כוללת עשרות מתקנים ממגוון סוגים , בהם יכולים ילדים במגוון רחב של גילים להוציא מרץ . 
 מצונזר יש גם פינות ישיבה וערסלים בהם יכולים ההורים לנוח ."
54393	לגעת בטבע	טבע ובעלי חיים	מצונזר מציע שלל פעילויות , כמו סיור רכוב בעגלה רתומה לטרקטור , האכלת חיות משק כעזים , גדיים וחמורים , ליטוף גדיים ועוד . כמו כן יש מצונזר מתקני מצונזר מתנפחים המתאימים לילדים מגיל 3 עד 6 , ואפיית פיתות בטאבון .
54397	מיי בייבי - פארק שעשועים 	שעשועים והרפתקאות	"MY BABY הנו קומפלקס המשתרע על 20,000 מ""ר של מתקנים ואטרקציות כגון רכבת הרים , קרוסלות , דרים טאוורס , גלגל ענק , קולנוע 9 ממדים , משחקי וידאו ומשחקייה לקטנטנים .  "
54631	טופ 94 - פארק אתגרים	שעשועים והרפתקאות	"טופ 94 מציע מגוון אטרקציות , כמו צוק טיפוס סלעי המיתמר לגובה 19 מ ' , זירת קליעה בחץ וקשת , קירות טיפוס על ברמות קושי שונות לילדים ומבוגרים , מצונזר חבלים תלוי בגובה 3 קומות , מקפצת קרקס ניו - זילנדית , מדרגות טיפוס לשמים , ומיני באנג'י לריחוף בין שמים וארץ . כמו כן יש מצונזר משחקייה לקטנטנים הכוללת ארבע קומות של משחקים לגילאי שנה ומעלה . 
 טופ 94 מציע גם נהיגת מרוץ במסלול נהיגה פתוח מהגדולים בארץ , הכולל מדידת זמנים דיגיטלית . 
 זירת פיינטבול טאקטי מציעה משחק קבוצתי , מלחמה בשטח בנוי כולל גשר פיקוד עילי , במתחם מקורה ומוצלל . בנוסף , מוצע ירי פרט ברובי איירסופט וברובי פיינטבול , וכן ירי חוויתי באש חיה , במטווח מקצועי לגילאי 18 ומעלה , בהצגת תעודה מזהה מקורית ובתיאום מוקדם ."
54819	חוף מלון דניאל - ים המלח	חופים	מצונזר סמוך למלון דניאל , ים המלח . מצונזר יש שירותים , סככות , מלתחות , מקלחות , השכרת כיסאות .
54821	חוף לאונרדו פלאזה - ים המלח	חופים	מצונזר פרטי של מלון לאונרדו פלאזה , ים המלח . מצונזר יש שירותים , סככות , מלתחות , מקלחות , השכרת כיסאות .
54822	חוף סולריום - ים המלח	חופים	מצונזר פרטי בים המלח , השייך למרכז טיפול טבעי במחלות פרקים ועור , במרחק הליכה מעין בוקק והמלונות באיזור . מצונזר מופרד לנשים וגברים , וכולל בר , שירותים , מלתחות , מיטות ומזרוני שיזוף למטופלים . יש לוודא את שעות הפעילות בטלפון , מראש .
